trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.1, 'e': 0.20189651799465538}",20,9,14.448136476656142,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
17,False,"{'a': 0.1, 'e': 0.1826835240527346}",25,3,20.18705742015211,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.16529888822158653}",20,9,-67.44303308004675,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
19,False,"{'a': 0.1, 'e': 0.14956861922263504}",20,3,25.688711745739727,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.1, 'e': 0.1353352832366127}",35,9,-67.93671966912422,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 1}",1
21,False,"{'a': 0.1, 'e': 0.1224564282529819}",20,10,-36.177547536313526,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
22,False,"{'a': 0.1, 'e': 0.11080315836233387}",20,0,-30.129505626018634,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
23,False,"{'a': 0.1, 'e': 0.1002588437228037}",30,4,2.9499589672616575,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
24,False,"{'a': 0.1, 'e': 0.09071795328941247}",30,19,22.17928428927577,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,False,"{'a': 0.1, 'e': 0.0820849986238988}",20,1,-28.297867502382555,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
26,False,"{'a': 0.1, 'e': 0.07427357821433388}",20,13,12.858345425695846,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.1, 'e': 0.06720551273974976}",25,0,-5.860197074554301,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
28,False,"{'a': 0.1, 'e': 0.06081006262521795}",20,6,23.052720946754416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.1, 'e': 0.05502322005640721}",20,6,-32.48524842635049,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
30,False,"{'a': 0.1, 'e': 0.049787068367863944}",20,13,2.2242078279904844,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
31,False,"{'a': 0.1, 'e': 0.0450492023935578}",25,7,-67.86194938899347,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 1}",1
32,False,"{'a': 0.1, 'e': 0.04076220397836621}",30,11,-25.023970907775666,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
33,False,"{'a': 0.1, 'e': 0.036883167401239994}",20,16,7.8354497486390775,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.1, 'e': 0.033373269960326066}",20,2,-47.37936584298642,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
35,False,"{'a': 0.1, 'e': 0.0301973834223185}",25,0,32.4247808612934,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
36,False,"{'a': 0.1, 'e': 0.02732372244729256}",20,15,10.41256920581587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.1, 'e': 0.024723526470339388}",20,4,24.458646636828636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.1, 'e': 0.02237077185616559}",35,8,34.83495478571228,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
39,False,"{'a': 0.1, 'e': 0.02024191144580438}",20,3,25.20527528420455,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.1, 'e': 0.01831563888873418}",20,12,-27.874372299171473,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
41,False,"{'a': 0.1, 'e': 0.016572675401761237}",20,0,-3.0965140538469194,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
42,False,"{'a': 0.1, 'e': 0.014995576820477703}",25,18,-30.6849127676052,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.1, 'e': 0.013568559012200934}",25,0,11.279271167138026,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
44,False,"{'a': 0.1, 'e': 0.012277339903068436}",20,0,25.90755552844023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
45,False,"{'a': 0.1, 'e': 0.011108996538242306}",20,3,9.822714822910115,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
46,False,"{'a': 0.1, 'e': 0.010051835744633576}",25,3,-16.185435191661025,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
47,False,"{'a': 0.1, 'e': 0.009095277101695816}",20,8,24.16378970515082,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.1, 'e': 0.008229747049020023}",20,8,20.092958050527905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,False,"{'a': 0.1, 'e': 0.007446583070924338}",20,10,20.139912904451155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.1, 'e': 0.006737946999085467}",30,18,26.77037678062552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,False,"{'a': 0.1, 'e': 0.006096746565515633}",20,3,5.290121887906823,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
52,False,"{'a': 0.1, 'e': 0.0055165644207607716}",25,11,26.675701191936035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,False,"{'a': 0.1, 'e': 0.004991593906910213}",20,0,-27.68861520068381,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
54,False,"{'a': 0.1, 'e': 0.004516580942612666}",20,8,17.67163604590391,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,False,"{'a': 0.1, 'e': 0.004086771438464067}",25,0,29.70387334946664,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
56,False,"{'a': 0.1, 'e': 0.003697863716482929}",20,0,28.107172927042715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
57,False,"{'a': 0.1, 'e': 0.003345965457471272}",30,22,14.460300024319679,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.1, 'e': 0.0030275547453758127}",25,10,21.761594320271335,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,False,"{'a': 0.1, 'e': 0.0027394448187683684}",30,0,-7.171763681536937,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
60,False,"{'a': 0.1, 'e': 0.0024787521766663585}",35,11,-14.292034823487818,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
61,False,"{'a': 0.1, 'e': 0.002242867719485801}",20,3,26.103812436900085,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.1, 'e': 0.002029430636295734}",25,8,30.30555954537916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.1, 'e': 0.0018363047770289056}",20,8,20.36304871546135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.1, 'e': 0.001661557273173934}",30,16,24.51414113351077,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.1, 'e': 0.0015034391929775724}",25,0,24.736927269092885,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.1, 'e': 0.0013603680375478928}",25,0,30.028021074821908,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,False,"{'a': 0.1, 'e': 0.001230911902673481}",25,14,15.73935422479852,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.1, 'e': 0.0011137751478448024}",25,1,30.73482242625685,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.1, 'e': 0.0010077854290485105}",20,4,24.545450175430734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.1, 'e': 0.0009118819655545162}",30,22,14.239729328874002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.1, 'e': 0.0008251049232659038}",20,0,29.05529965993961,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.1, 'e': 0.0007465858083766792}",20,15,11.586272247695243,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.1, 'e': 0.0006755387751938437}",20,1,22.308251277243293,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.1, 'e': 0.0006112527611295723}",30,23,10.04030852208411,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.0005530843701478336}",25,17,14.78467342674892,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.1, 'e': 0.0005004514334406104}",25,2,27.39711282519414,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.1, 'e': 0.00045282718288679695}",20,10,17.049413518663364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,1,40.87708253169883,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,13,30.273231345665867,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,0,-4.244626929222993,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,14,19.83660299201213,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,0,-95.1401397538403,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
6,True,"{'a': 0.0, 'e': 0.0}",30,16,22.500081089686688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,13,11.447183499739946,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,0,29.989010627481708,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.0, 'e': 0.0}",20,0,-92.66549496183241,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
10,True,"{'a': 0.0, 'e': 0.0}",20,2,29.186169758180736,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
