trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.01, 'e': 0.9820042351172703}",20,0,-88.55400871919534,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.9800665778412416}",25,0,-99.26431897941036,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
21,False,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-107.95480690023415,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
22,False,"{'a': 0.01, 'e': 0.9758974493306055}",20,0,-76.84978427184979,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9736663950053749}",20,0,-131.0537503955719,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
24,False,"{'a': 0.01, 'e': 0.9713379748520297}",20,0,-112.57613984778172,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
25,False,"{'a': 0.01, 'e': 0.9689124217106447}",20,0,-125.17106783655069,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
26,False,"{'a': 0.01, 'e': 0.9663899781345132}",25,0,-61.63056899945388,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9637708963658905}",30,0,-168.4388428608913,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
28,False,"{'a': 0.01, 'e': 0.9610554383107709}",25,0,-165.43185682270268,"{0: 12, 1: 2, 2: 9, 3: 0, 4: 2}",0
29,False,"{'a': 0.01, 'e': 0.9582438755126972}",35,0,-119.31002781976689,"{0: 20, 1: 6, 2: 7, 3: 2, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.955336489125606}",30,13,-115.99487802309805,"{0: 8, 1: 4, 2: 3, 3: 0, 4: 2}",1
31,False,"{'a': 0.01, 'e': 0.9523335698857134}",20,0,-137.85759600129865,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.9492354180824408}",30,0,-170.70081784410596,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
33,False,"{'a': 0.01, 'e': 0.946042343528387}",20,0,-55.31340863358454,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-151.62013005338142,"{0: 9, 1: 0, 2: 8, 3: 2, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",20,0,-112.36864095710911,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",25,3,-95.55269293258905,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 0}",1
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",25,0,-80.51416464767944,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",30,0,-142.63366128916473,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",20,0,-146.4088521476596,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-28.003387365532987,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",25,0,-68.16417576371285,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,0,-21.921294194250503,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",25,0,-110.3232518614965,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199635}",20,0,-94.51323744385257,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",25,0,-85.7458865843647,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255253}",20,0,-164.81611994628054,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
47,False,"{'a': 0.01, 'e': 0.8915682881953289}",20,6,-55.57645822563183,"{0: 9, 1: 0, 2: 3, 3: 2, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",25,0,-148.60019360024233,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
49,False,"{'a': 0.01, 'e': 0.8823328586101216}",30,0,-205.85982606062694,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 4}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",30,7,-82.04753912674805,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 1}",1
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",20,9,-21.67081538575383,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",20,0,-195.7206791894408,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",30,0,-82.36375632179899,"{0: 21, 1: 3, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",30,3,-66.15450449425978,"{0: 20, 1: 3, 2: 2, 3: 1, 4: 1}",1
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,0,-44.24092422534116,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-92.63771198869748,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,14,-43.311979753740886,"{0: 6, 1: 2, 2: 2, 3: 1, 4: 0}",1
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",25,0,-20.02028676662809,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001634}",20,0,-109.58581963622895,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",30,0,-136.43439766016175,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",30,16,-18.36316398786031,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-184.04290953589108,"{0: 7, 1: 2, 2: 8, 3: 1, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",35,0,-140.8853622732635,"{0: 24, 1: 3, 2: 5, 3: 1, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-37.01167109657273,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490559}",20,0,-29.850311210441014,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",25,0,-157.81810927597454,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",25,1,-88.75561785571068,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 1}",1
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,10,-17.97011200419475,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,9,-6.469177516019135,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",30,12,-83.28093968419579,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 1}",1
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",20,0,-50.3812046363,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
72,False,"{'a': 0.01, 'e': 0.751805729140895}",30,0,-64.24853663830797,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",35,0,-212.19427679797204,"{0: 25, 1: 1, 2: 2, 3: 3, 4: 4}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,0,-13.614604843676997,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,0,-91.7824832107906,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,7,-78.65013034132761,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 2}",1
77,False,"{'a': 0.01, 'e': 0.7179106696109434}",20,0,-52.84593486085524,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",20,0,-80.83550840748546,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522362}",25,0,-140.64408933508932,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471655}",25,15,-22.09482779259157,"{0: 8, 1: 0, 2: 0, 3: 2, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.6894984329517471}",20,0,-34.133116119322466,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876136}",30,0,-24.97909065985765,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.6748757600712672}",20,0,-8.219229670710153,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
84,False,"{'a': 0.01, 'e': 0.6674628258413082}",20,0,-58.669663624362975,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",25,12,-47.72313522602671,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",20,0,-96.99197883638806,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,11,-21.49943407614191,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,0,-73.70516980125784,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",1
89,False,"{'a': 0.01, 'e': 0.6294120265736969}",25,1,-13.302028856521696,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.6216099682706645}",35,0,-32.95661051644252,"{0: 28, 1: 2, 2: 4, 3: 1, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,23,9.265183204723485,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.6058201566434629}",30,0,-97.20299053645499,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.5978339822872982}",20,8,-57.598289391183975,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
94,False,"{'a': 0.01, 'e': 0.5897880250310983}",25,13,-37.351021531793094,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.5816830894638835}",20,6,-127.63873202575988,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 2}",1
96,False,"{'a': 0.01, 'e': 0.5735199860724567}",25,0,-85.06542184850115,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
97,False,"{'a': 0.01, 'e': 0.5652995311603544}",25,0,-58.00844065701479,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.5570225467662173}",25,0,-42.343776840817135,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
99,False,"{'a': 0.01, 'e': 0.5486898605815876}",25,0,-9.60741785421288,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
100,False,"{'a': 0.01, 'e': 0.5403023058681398}",25,4,-5.144378468913742,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.5318607213743555}",20,0,-57.452602888498014,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
102,False,"{'a': 0.01, 'e': 0.5233659512516496}",20,14,-0.19329037303450947,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.5148188449699553}",25,0,-73.74416958911586,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.5062202572327784}",30,0,-75.0131598978304,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.497571047891727}",30,5,-15.767513995455559,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.48887208186052755}",30,15,-59.819891887317695,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.48012422902853413}",30,15,-5.349328370123358,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.47132836417373997}",30,17,9.416550902149657,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.4624853668753008}",20,0,-1.050002589556956,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
110,False,"{'a': 0.01, 'e': 0.4535961214255773}",25,0,-64.97872379393914,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
111,False,"{'a': 0.01, 'e': 0.44466151674170673}",20,5,-19.30079694346398,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.01, 'e': 0.43568244627671204}",20,7,-6.825771184724207,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.42665980793015723}",20,9,-49.42089212356399,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
114,False,"{'a': 0.01, 'e': 0.41759450395835795}",25,12,-76.49604765974125,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
115,False,"{'a': 0.01, 'e': 0.40848744088415717}",25,15,16.6200059399021,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3993395294062732}",35,15,-30.465233449264673,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.3901516843082303}",25,3,-72.19862044613102,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 1}",1
118,False,"{'a': 0.01, 'e': 0.3809248243668818}",30,12,-6.5501280738205265,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.371659872260533}",25,0,-60.874627531983315,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.3623577544766736}",20,0,1.8018978745560699,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.35301940121933034}",25,0,22.628855670469747,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.34364574631604705}",25,6,-22.304628387079433,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.3342377271245026}",20,16,8.692238517636856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.32479628443877623}",30,22,15.151954683055456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,13,1.9084696668790588,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.3058169083782893}",25,4,-6.92410762293366,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2962808729253187}",30,14,-25.148246041510713,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
128,False,"{'a': 0.01, 'e': 0.28671520963195546}",20,0,3.433486544676805,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
129,False,"{'a': 0.01, 'e': 0.2771208750565576}",25,8,-100.00294570339982,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
130,False,"{'a': 0.01, 'e': 0.26749882862458735}",30,7,16.760363125952132,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2578500325326696}",20,9,21.21743524313109,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2481754516523729}",25,13,3.423857801300429,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.23847605343372313}",20,1,32.73114053862676,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.22875280780845939}",20,0,5.53637781281275,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
135,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,0,-20.858876639074502,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
136,False,"{'a': 0.01, 'e': 0.20923866589141926}",20,8,21.554462336520672,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.19944972099757285}",30,13,-27.796290097498655,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.18964083129783424}",20,13,9.329690295908295,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.17981297767299934}",30,14,-2.6049415490244163,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.16996714290024081}",25,13,26.29559812722536,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16010431155483126}",25,12,21.2586648202617,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,13,5.656906917091558,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.1403316058467367}",25,18,11.745825383131976,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.13042370873814554}",20,13,14.271719102110119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.1205027693673666}",20,0,21.99866305453165,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.01, 'e': 0.11056977982006957}",25,13,20.780683766048313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.10062573338693172}",30,15,28.36281783856142,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.09067162446430967}",25,13,19.362194322965912,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.08070844845480062}",20,8,7.436892304996625,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.0707372016677029}",20,11,17.69675237353384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0607588812193859}",35,27,16.824446258627763,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.05077448493357918}",25,19,8.26285855186098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.040785011241591035}",20,11,17.28251944016734,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,0,28.990442624135834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",25,17,7.014642042046717,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,12,16.579872076512455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,8,24.143945121659673,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,16,13.819710173262678,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,12,30.78462636360625,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,3,29.405892939081184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,13,26.261839918973813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,4,34.26361331046417,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,14,12.853566876305994,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
