trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
75,False,"{'a': 0.01, 'e': 0.4723665527410147}",20,5,-18.38278354266443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
76,False,"{'a': 0.01, 'e': 0.46766642700990924}",25,13,9.17770506833954,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.46301306831122807}",35,5,-64.20987289136333,"{0: 25, 1: 2, 2: 1, 3: 0, 4: 2}",1
78,False,"{'a': 0.01, 'e': 0.4584060113052235}",25,14,11.92774041322738,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.01, 'e': 0.45384479528235583}",30,16,2.6066646220172744,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.01, 'e': 0.44932896411722156}",20,0,-44.66039496051453,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
81,False,"{'a': 0.01, 'e': 0.4448580662229411}",25,5,13.22662592185322,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
82,False,"{'a': 0.01, 'e': 0.44043165450599925}",20,0,-12.572003416515672,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.43604928632153556}",20,2,-29.4152261539545,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.43171052342907973}",20,0,-37.66381583360928,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.4274149319487267}",20,0,-20.31247610651719,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.4231620823177488}",25,20,7.093650938042835,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.418951549247639}",30,19,-82.24833389743067,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
88,False,"{'a': 0.01, 'e': 0.4147829116815814}",25,19,6.622674912908718,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.01, 'e': 0.4106557527523455}",35,25,17.02018064971176,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.01, 'e': 0.4065696597405991}",20,2,6.629277925324991,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.01, 'e': 0.40252422403363597}",30,14,-6.684540575405122,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.39851904108451414}",30,18,7.690383190911909,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.01, 'e': 0.3945537103716011}",30,12,-45.57643388727304,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.01, 'e': 0.3906278353585211}",25,4,-61.62287212278424,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.3867410234545012}",30,5,-6.540701552543209,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.38289288597511206}",35,7,-98.874455536222,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 2}",1
97,False,"{'a': 0.01, 'e': 0.37908303810339883}",20,0,5.270161356688636,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.37531109885139957}",35,8,23.031116372072844,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
99,False,"{'a': 0.01, 'e': 0.3715766910220457}",25,17,1.1280325362939678,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.36787944117144233}",30,14,-1.1104546481377746,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
101,False,"{'a': 0.01, 'e': 0.3642189795715233}",20,1,27.206445865619948,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3605949401730783}",25,8,9.720770654214357,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.3570069605691474}",20,8,-7.547634488900222,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.35345468195878016}",30,0,-33.120716319477005,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.3499377491111553}",25,7,-20.105659592177695,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.01, 'e': 0.3464558103300574}",30,8,-17.55511597069723,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
107,False,"{'a': 0.01, 'e': 0.34300851741870664}",20,3,-4.773200829370829,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.3395955256449391}",25,11,22.15722337828058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3362164937067333}",25,19,9.791331004078312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.33287108369807955}",30,13,-22.47265810095562,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.32955896107518906}",20,3,17.340348269994326,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
112,False,"{'a': 0.01, 'e': 0.32627979462303947}",30,12,-36.651581857803876,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.01, 'e': 0.3230332564222529}",25,19,-2.767315367506888,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.31981902181630384}",25,11,26.41779800075967,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.01, 'e': 0.31663676937905316}",20,13,11.645622598561115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.3134861808826053}",25,15,5.027995470400233,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.31036694126548503}",20,12,15.857734717765986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.30727873860113125}",20,9,-11.425688914166454,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
119,False,"{'a': 0.01, 'e': 0.3042212640667041}",25,0,8.337345886839906,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
120,False,"{'a': 0.01, 'e': 0.30119421191220214}",20,16,8.121291114589631,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.01, 'e': 0.2981972794298874}",30,11,-0.395667556938212,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.2952301669240142}",30,16,-19.821135917838664,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.2922925776808594}",30,23,5.983655549011338,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.01, 'e': 0.2893842179390506}",20,7,19.69736830426659,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.01, 'e': 0.2865047968601901}",30,17,14.366412857576703,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2836540264997704}",30,17,10.174926359723226,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2808316217783798}",20,11,4.135615471218313,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27803730045319414}",20,14,12.444767005380221,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.27527078308975234}",25,13,24.286554544619065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.01, 'e': 0.2725317930340126}",25,10,13.643779968383498,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.2698200563846868}",20,12,-28.61203560548461,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.26713530196585034}",20,8,-12.98650234647615,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.26447726129982396}",20,0,29.47969151145208,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.261845668580326}",20,8,21.830281577093704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.2592402606458915}",20,0,-40.7961267644796,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.01, 'e': 0.2566607769535559}",20,0,-45.66567637983685,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.01, 'e': 0.25410695955280027}",20,13,1.4954351335242773,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.25157855305975646}",20,16,7.987923650281423,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.24907530463166816}",20,0,20.472766200504903,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24659696394160643}",25,3,-25.002931286322667,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
141,False,"{'a': 0.01, 'e': 0.2441432831534371}",20,0,13.804413095680605,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.24171401689703645}",20,14,4.929758129854175,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23930892224375455}",20,4,-6.357803484892071,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.23692775868212176}",25,2,27.370074952875534,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.23457028809379765}",30,2,18.17139487832661,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23223627472975883}",20,12,14.754698005768095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.22992548518672384}",30,19,21.63524563899254,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.22763768838381274}",30,16,-4.411073336185698,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22537265553943872}",20,7,-21.364762234605344,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.22313016014842982}",30,20,16.50750678233904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.2209099779593782}",25,17,1.924596271905465,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.21871188695221475}",25,19,-12.060836908791321,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.21653566731600707}",20,9,-4.3588208450798955,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21438110142697794}",20,0,22.966217475797567,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.01, 'e': 0.21224797382674304}",25,19,10.703403914727184,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.21013607120076472}",20,13,1.2201990669140779,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20804518235702046}",30,23,13.268595189030425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20597509820488344}",35,18,-2.4208850221504963,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20392561173421342}",25,17,16.659047546446605,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.01, 'e': 0.20189651799465538}",20,12,2.6010718316464945,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.1998876140751445}",25,15,-15.611827417821168,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.19789869908361465}",30,17,10.185566869895515,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19592957412690934}",25,16,-4.992868880643259,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19398004229089189}",25,9,26.005352392641253,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.01, 'e': 0.19204990862075408}",20,0,-16.114816799201495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
166,False,"{'a': 0.01, 'e': 0.1901389801015205}",25,19,13.0739677417376,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.01, 'e': 0.1882470656387468}",35,15,-11.630597082194676,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
168,False,"{'a': 0.01, 'e': 0.18637397603940997}",20,14,12.039552698919278,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.18451952399298926}",25,14,17.299105260873805,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.01, 'e': 0.18268352405273466}",20,2,-27.292705135607658,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
171,False,"{'a': 0.01, 'e': 0.1808657926171221}",20,9,-46.31992378738974,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
172,False,"{'a': 0.01, 'e': 0.17906614791149322}",30,0,35.04922118964434,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
173,False,"{'a': 0.01, 'e': 0.17728440996987782}",20,14,11.313815611725808,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.17552040061699686}",30,20,-6.718835449249582,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17377394345044514}",25,20,6.907194122825025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.01, 'e': 0.17204486382305054}",20,3,2.4888557063720933,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.17033298882540943}",35,15,29.254133139795485,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.1686381472685955}",25,14,6.889085490912885,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.1669601696670407}",20,11,-35.54582453212036,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.01, 'e': 0.16529888822158653}",30,23,6.19820319387059,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16365413680270405}",20,2,15.127391030800673,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.16202575093388075}",20,9,-18.82721802654825,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.16041356777517274}",30,14,-13.589298394497865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.15881742610692068}",20,4,12.162705591792601,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
